NAME,club_name,league_name,x,value_eur,RATIING,potential,wage_eur,age,dob,height_cm,weight_kg,club_position
L. Bailey,Aston Villa,English Premier League,1,41500000,82,85,75000,23,1997-08-09,178,77,SUB
B. Chilwell,Chelsea,English Premier League,1,40500000,82,86,100000,24,1996-12-21,178,77,SUB
Raphaelinho Anjos,RB Bragantino,Campeonato Brasileiro Série A,1,10000000,82,82,20000,33,1988-02-29,190,85,GK
Josué Chiamulera,Grêmio,Campeonato Brasileiro Série A,1,25500000,82,82,41000,29,1992-02-29,185,80,RCB
Unai Simón,Athletic Club de Bilbao,Spain Primera Division,1,34500000,82,86,24000,24,1997-06-11,190,89,GK
Richarlison,Everton,English Premier League,1,46500000,82,87,100000,24,1997-05-10,181,71,LM
C. Romero,Tottenham Hotspur,English Premier League,1,41500000,82,87,51000,23,1998-04-27,185,79,SUB
D. Dumfries,Inter,Italian Serie A,1,35000000,82,84,100000,25,1996-04-18,188,80,SUB
Raphinha,Leeds United,English Premier League,1,46000000,82,87,89000,24,1996-12-14,176,68,RM
A. Isak,Real Sociedad,Spain Primera Division,1,45000000,82,86,37000,21,1999-09-21,192,77,ST
D. Rice,West Ham United,English Premier League,1,43000000,82,87,69000,22,1999-01-14,185,80,LDM
A. Davies,FC Bayern München,German 1. Bundesliga,1,57000000,82,89,59000,20,2000-11-02,183,75,LB
F. Neuhaus,Borussia Mönchengladbach,German 1. Bundesliga,1,46000000,82,87,36000,24,1997-03-16,185,74,LDM
Y. En-Nesyri,Sevilla FC,Spain Primera Division,1,44000000,82,86,37000,24,1997-06-01,188,78,ST
T. Ndombele,Tottenham Hotspur,English Premier League,1,46000000,82,87,95000,24,1996-12-28,179,76,SUB
T. Souček,West Ham United,English Premier League,1,36000000,82,85,81000,26,1995-02-27,192,86,RDM
Éder Militão,Real Madrid CF,Spain Primera Division,1,56500000,82,89,130000,23,1998-01-18,186,78,RCB
Ferran Torres,Manchester City,English Premier League,1,68500000,82,90,120000,21,2000-02-29,184,77,ST
Pau Torres,Villarreal CF,Spain Primera Division,1,56500000,82,89,35000,24,1997-01-16,191,80,SUB
D. Livaković,Dinamo Zagreb,Croatian Prva HNL,1,35000000,82,87,1000,26,1995-01-09,187,79,GK
Dani Olmo,RB Leipzig,German 1. Bundesliga,1,46000000,82,87,78000,23,1998-05-07,179,72,SUB
Joaquín,Real Betis Balompié,Spain Primera Division,1,8500000,81,81,23000,39,1981-07-21,179,75,RM
B. Yılmaz,LOSC Lille,French Ligue 1,1,11000000,81,81,39000,35,1985-07-15,188,77,LS
Nani,Orlando City Soccer Club,USA Major League Soccer,1,12000000,81,81,14000,34,1986-11-17,177,70,ST
A. Gignac,Tigres U.A.N.L.,Mexican Liga MX,1,11000000,81,81,50000,35,1985-12-05,189,85,RS
H. Herrera,Atlético de Madrid,Spain Primera Division,1,21000000,81,81,63000,31,1990-04-19,185,78,SUB
A. Consigli,U.S. Sassuolo Calcio,Italian Serie A,1,4400000,81,81,32000,34,1987-01-27,189,82,GK
S. Mandanda,Olympique de Marseille,French Ligue 1,1,2900000,81,81,24000,36,1985-03-28,185,82,GK
G. Higuaín,Inter Miami CF,USA Major League Soccer,1,16500000,81,81,14000,33,1987-12-10,186,89,ST
José Fonte,LOSC Lille,French Ligue 1,1,4600000,81,81,30000,37,1983-12-22,191,84,RCB
J. Vertonghen,SL Benfica,Portuguese Liga ZON SAGRES,1,8500000,81,81,18000,34,1987-04-24,189,86,LCB
Lucas Leiva,Lazio,Italian Serie A,1,9000000,81,81,64000,34,1987-01-09,179,78,CDM
Adán,Sporting CP,Portuguese Liga ZON SAGRES,1,4400000,81,81,14000,34,1987-05-13,190,86,GK
I. Perišić,Inter,Italian Serie A,1,20500000,81,81,105000,32,1989-02-02,186,80,LM
A. Vidal,Inter,Italian Serie A,1,12000000,81,81,105000,34,1987-05-22,180,75,SUB
M. Kruse,1. FC Union Berlin,German 1. Bundesliga,1,16500000,81,81,45000,33,1988-03-19,180,76,LS
M. Arnautović,Bologna,Italian Serie A,1,21000000,81,81,48000,32,1989-04-19,192,83,ST
Marlos,Shakhtar Donetsk,Ukrainian Premier League,1,16000000,81,81,2000,33,1988-06-07,174,76,RM
B. André,LOSC Lille,French Ligue 1,1,21500000,81,81,43000,30,1990-08-03,180,74,RCM
N. Otamendi,SL Benfica,Portuguese Liga ZON SAGRES,1,12500000,81,81,18000,33,1988-02-12,183,76,CB
T. Delaney,Sevilla FC,Spain Primera Division,1,22000000,81,81,34000,29,1991-09-03,182,79,SUB
Aitor,Levante Unión Deportiva,Spain Primera Division,1,17000000,81,81,28000,30,1991-05-03,182,78,GK
A. Delort,OGC Nice,French Ligue 1,1,25500000,81,81,49000,29,1991-10-09,181,83,SUB
K. Kampl,RB Leipzig,German 1. Bundesliga,1,24500000,81,81,83000,30,1990-10-09,178,66,LDM
D. Ings,Aston Villa,English Premier League,1,26500000,81,81,90000,28,1992-07-23,178,73,ST
Pizzi,SL Benfica,Portuguese Liga ZON SAGRES,1,21000000,81,81,19000,31,1989-10-06,177,72,SUB
Jonathan Viera,Unión Deportiva Las Palmas,Spanish Segunda División,1,21500000,81,81,15000,31,1989-10-01,171,67,CAM
J. Rodríguez,Everton,English Premier League,1,25500000,81,81,105000,29,1991-07-12,180,75,SUB
Danilo,Juventus,Italian Serie A,1,22500000,81,81,83000,29,1991-07-15,184,78,RB
Sergi Roberto,FC Barcelona,Spain Primera Division,1,22500000,81,81,140000,29,1992-02-07,178,68,SUB
J. Cillessen,Valencia CF,Spain Primera Division,1,13000000,81,81,33000,32,1989-04-22,185,83,SUB
S. Berghuis,Ajax,Holland Eredivisie,1,25500000,81,81,26000,29,1991-12-19,182,75,SUB
Paco Alcácer,Villarreal CF,Spain Primera Division,1,28000000,81,81,45000,27,1993-08-30,175,70,LS
Nacho Fernández,Real Madrid CF,Spain Primera Division,1,17500000,81,81,140000,31,1990-01-18,180,76,LCB
Danilo Pereira,Paris Saint-Germain,French Ligue 1,1,22000000,81,81,85000,29,1991-09-09,188,83,SUB
Lucas Moura,Tottenham Hotspur,English Premier League,1,26000000,81,81,105000,28,1992-08-13,174,70,RW
A. Marchesín,FC Porto,Portuguese Liga ZON SAGRES,1,8500000,81,81,14000,33,1988-03-16,188,84,GK
J. Tarkowski,Burnley,English Premier League,1,24500000,81,82,46000,28,1992-11-19,188,81,RCB
A. Florenzi,AC Milan,Italian Serie A,1,22000000,81,81,58000,30,1991-03-11,173,67,SUB
T. Vaclík,Olympiacos CFP,Greek Super League,1,13000000,81,81,2000,32,1989-03-29,188,85,GK
K. Zouma,West Ham United,English Premier League,1,30000000,81,84,75000,26,1994-10-27,190,95,SUB
Iñigo Martínez,Athletic Club de Bilbao,Spain Primera Division,1,21000000,81,81,33000,30,1991-05-17,182,77,LCB
W. Orban,RB Leipzig,German 1. Bundesliga,1,24500000,81,82,79000,28,1992-11-03,186,87,RCB
A. Milik,Olympique de Marseille,French Ligue 1,1,30000000,81,82,81000,27,1994-02-28,186,78,ST
J. Ward-Prowse,Southampton,English Premier League,1,33500000,81,84,69000,26,1994-11-01,173,66,RCM
A. Cragno,Cagliari,Italian Serie A,1,23500000,81,83,32000,27,1994-06-28,184,78,GK
E. Višća,İstanbul Başakşehir FK,Turkish Süper Lig,1,21500000,81,81,50000,31,1990-02-17,172,63,RM
M. Arnold,VfL Wolfsburg,German 1. Bundesliga,1,26500000,81,82,66000,27,1994-05-27,184,74,LDM
L. Paredes,Paris Saint-Germain,French Ligue 1,1,28000000,81,83,81000,27,1994-06-29,180,75,SUB
A. Januzaj,Real Sociedad,Spain Primera Division,1,28000000,81,81,45000,26,1995-02-05,186,76,RW
E. Forsberg,RB Leipzig,German 1. Bundesliga,1,25500000,81,81,87000,29,1991-10-23,177,76,CAM
A. Belotti,Torino F.C.,Italian Serie A,1,30000000,81,82,61000,27,1993-12-20,181,84,ST
Lucas Vázquez,Real Madrid CF,Spain Primera Division,1,25000000,81,81,170000,30,1991-07-01,173,70,SUB
Fred,Manchester United,English Premier League,1,22500000,81,81,120000,28,1993-03-05,169,62,LDM
A. Rabiot,Juventus,Italian Serie A,1,30000000,81,82,87000,26,1995-04-03,192,80,LDM
Rui Silva,Real Betis Balompié,Spain Primera Division,1,25500000,81,84,24000,27,1994-02-07,191,91,GK
P. Zieliński,Napoli,Italian Serie A,1,29500000,81,82,74000,27,1994-05-20,180,75,CAM
Otávio,FC Porto,Portuguese Liga ZON SAGRES,1,30500000,81,82,19000,26,1995-02-09,172,71,RM
D. Machís,Granada CF,Spain Primera Division,1,26000000,81,81,34000,28,1993-02-07,174,74,RM
A. Martial,Manchester United,English Premier League,1,34500000,81,84,130000,25,1995-12-05,184,76,SUB
O. Vlachodimos,SL Benfica,Portuguese Liga ZON SAGRES,1,23500000,81,83,14000,27,1994-04-26,191,78,GK
J. Brandt,Borussia Dortmund,German 1. Bundesliga,1,36000000,81,85,64000,25,1996-05-02,185,83,SUB
J. Musso,Atalanta,Italian Serie A,1,23500000,81,83,44000,27,1994-05-06,191,93,GK
J. Correa,Inter,Italian Serie A,1,31000000,81,82,76000,26,1994-08-13,189,75,SUB
Iñaki Williams,Athletic Club de Bilbao,Spain Primera Division,1,30000000,81,82,39000,27,1994-06-15,186,80,LS
M. Politano,Napoli,Italian Serie A,1,27500000,81,81,74000,27,1993-08-03,171,67,RW
Morales,Levante Unión Deportiva,Spain Primera Division,1,16500000,81,81,41000,33,1987-07-23,180,70,LS
D. Djené,Getafe CF,Spain Primera Division,1,24000000,81,82,36000,29,1991-12-31,178,72,RCB
H. Hateboer,Atalanta,Italian Serie A,1,25000000,81,81,55000,27,1994-01-09,185,72,RES
M. Dúbravka,Newcastle United,English Premier League,1,13000000,81,81,40000,32,1989-01-15,190,80,SUB
D. van de Beek,Manchester United,English Premier League,1,38500000,81,86,110000,24,1997-04-18,184,74,SUB
D. Calvert-Lewin,Everton,English Premier League,1,37500000,81,85,90000,24,1997-03-16,187,71,ST
H. Lozano,Napoli,Italian Serie A,1,31000000,81,82,77000,25,1995-07-30,175,70,SUB
David Soria,Getafe CF,Spain Primera Division,1,20500000,81,82,30000,28,1993-04-04,192,85,GK
K. Phillips,Leeds United,English Premier League,1,32500000,81,85,82000,25,1995-12-02,178,72,CDM
Gonçalo Guedes,Valencia CF,Spain Primera Division,1,39000000,81,86,39000,24,1996-11-29,179,68,LS
K. Laimer,RB Leipzig,German 1. Bundesliga,1,33500000,81,85,65000,24,1997-05-27,180,72,RDM
N. Pépé,Arsenal,English Premier League,1,30500000,81,82,95000,26,1995-05-29,183,73,RM
N. Mukiele,RB Leipzig,German 1. Bundesliga,1,34500000,81,85,65000,23,1997-11-01,187,84,RB
G. Lo Celso,Tottenham Hotspur,English Premier League,1,35500000,81,85,95000,25,1996-04-09,177,68,SUB
Álex Remiro,Real Sociedad,Spain Primera Division,1,26000000,81,84,31000,26,1995-03-24,191,83,GK
Yeray,Athletic Club de Bilbao,Spain Primera Division,1,28000000,81,83,33000,26,1995-01-24,182,79,RCB
L. Pellegrini,Roma,Italian Serie A,1,38000000,81,86,61000,25,1996-06-19,186,77,CAM
Juiano Mestres,Clube Atlético Mineiro,Campeonato Brasileiro Série A,1,25000000,81,81,41000,25,1996-02-29,181,82,RCB
Adryan Zonta,RB Bragantino,Campeonato Brasileiro Série A,1,22500000,81,81,24000,29,1992-02-29,172,68,LB
Rosberto Dourado,Sport Club Corinthians Paulista,Campeonato Brasileiro Série A,1,27000000,81,81,26000,21,2000-02-29,175,70,RDM
Louri Beretta,RB Bragantino,Campeonato Brasileiro Série A,1,25500000,81,81,28000,29,1992-02-29,188,83,ST
Welington Dano,Clube Atlético Mineiro,Campeonato Brasileiro Série A,1,27500000,81,81,31000,21,2000-02-29,178,69,LB
Oswaldinato,Flamengo,Campeonato Brasileiro Série A,1,25500000,81,81,56000,29,1992-02-29,184,79,ST
R. Malinovskyi,Atalanta,Italian Serie A,1,26500000,81,81,68000,28,1993-05-04,181,79,RF
C. Nkunku,RB Leipzig,German 1. Bundesliga,1,39000000,81,86,72000,23,1997-11-14,179,72,LAM
Lucas Paquetá,Olympique Lyonnais,French Ligue 1,1,38500000,81,86,65000,23,1997-08-27,180,72,CAM
Carlos Soler,Valencia CF,Spain Primera Division,1,51500000,81,88,39000,24,1997-01-02,180,76,RM
H. Barnes,Leicester City,English Premier League,1,35000000,81,84,95000,23,1997-12-09,180,66,LM
H. Aouar,Olympique Lyonnais,French Ligue 1,1,38500000,81,86,65000,23,1998-06-30,175,70,LM
M. Lazzari,Lazio,Italian Serie A,1,25000000,81,81,64000,27,1993-11-29,174,67,RB
R. James,Chelsea,English Premier League,1,37000000,81,86,76000,21,1999-12-08,178,87,RCB
Cucurella,Brighton & Hove Albion,English Premier League,1,41500000,81,87,63000,22,1998-07-22,172,66,SUB
Pedro Gonçalves,Sporting CP,Portuguese Liga ZON SAGRES,1,51500000,81,88,19000,23,1998-06-28,173,65,RW
M. Diaby,Bayer 04 Leverkusen,German 1. Bundesliga,1,52500000,81,88,52000,21,1999-07-07,170,68,RM
Reguilón,Tottenham Hotspur,English Premier League,1,32500000,81,84,79000,24,1996-12-16,178,68,LB
E. Tapsoba,Bayer 04 Leverkusen,German 1. Bundesliga,1,48500000,81,88,49000,22,1999-02-02,194,85,RCB
D. Kulusevski,Juventus,Italian Serie A,1,58000000,81,89,72000,21,2000-04-25,186,75,SUB
Renan Lodi,Atlético de Madrid,Spain Primera Division,1,36500000,81,86,49000,23,1998-04-08,173,70,SUB
Pedri,FC Barcelona,Spain Primera Division,1,54000000,81,91,51000,18,2002-11-25,174,61,LCM
G. Buffon,Parma,Italian Serie B,1,2300000,80,80,18000,43,1978-01-28,192,92,GK
G. Ochoa,Club América,Mexican Liga MX,1,2300000,80,80,27000,35,1985-07-13,190,85,GK
I. Akinfeev,PFC CSKA Moscow,Russian Premier League,1,2300000,80,80,26000,35,1986-04-08,186,78,GK
João Moutinho,Wolverhampton Wanderers,English Premier League,1,9500000,80,80,88000,34,1986-09-08,170,61,LCM
J. Evans,Leicester City,English Premier League,1,10000000,80,80,95000,33,1988-01-03,188,77,SUB
Raúl García,Athletic Club de Bilbao,Spain Primera Division,1,10500000,80,80,36000,34,1986-07-11,184,83,RS
M. Hamšík,Trabzonspor,Turkish Süper Lig,1,13000000,80,80,35000,33,1987-07-27,183,73,LCM
D. Wass,Valencia CF,Spain Primera Division,1,14500000,80,80,38000,32,1989-05-31,181,74,RCM
S. Mignolet,Club Brugge KV,Belgian Jupiler Pro League,1,7000000,80,80,24000,33,1988-03-06,193,87,GK
Marcelo,Real Madrid CF,Spain Primera Division,1,11000000,80,80,135000,33,1988-05-12,174,75,SUB
D. Payet,Olympique de Marseille,French Ligue 1,1,10000000,80,80,51000,34,1987-03-29,175,77,CF
M. Benatia,Fatih Karagümrük S.K.,Turkish Süper Lig,1,7000000,80,80,19000,34,1987-04-17,189,94,RCB
Nacho Monreal,Real Sociedad,Spain Primera Division,1,6500000,80,80,26000,35,1986-02-26,180,77,LB
R. Nainggolan,Royal Antwerp FC,Belgian Jupiler Pro League,1,13000000,80,80,29000,33,1988-05-04,176,65,CM
D. Godín,Cagliari,Italian Serie A,1,5500000,80,80,27000,35,1986-02-16,187,78,CB
F. Muslera,Galatasaray SK,Turkish Süper Lig,1,2300000,80,80,32000,35,1986-06-16,190,74,GK
A. Ogbonna,West Ham United,English Premier League,1,10000000,80,80,70000,33,1988-05-23,191,86,LCB
A. Sánchez,Inter,Italian Serie A,1,17000000,80,80,105000,32,1988-12-19,168,62,SUB
José Callejón,Fiorentina,Italian Serie A,1,10000000,80,80,61000,34,1987-02-11,178,73,RW
A. Ramsey,Juventus,Italian Serie A,1,20000000,80,80,81000,30,1990-12-26,183,76,SUB
Rafael Tolói,Atalanta,Italian Serie A,1,17500000,80,80,51000,30,1990-10-10,185,75,RCB
R. Bürki,Borussia Dortmund,German 1. Bundesliga,1,14000000,80,80,46000,30,1990-11-14,187,85,RES
F. Coquelin,Villarreal CF,Spain Primera Division,1,20000000,80,80,39000,30,1991-05-13,176,74,SUB
Guaita,Crystal Palace,English Premier League,1,3600000,80,80,48000,34,1987-01-10,190,80,GK
E. Salvio,Boca Juniors,Argentina Primera División,1,20500000,80,80,23000,30,1990-07-13,173,71,SUB
R. Pereyra,Udinese Calcio,Italian Serie A,1,20000000,80,80,23000,30,1991-01-07,182,77,CM
E. Pérez,River Plate,Argentina Primera División,1,6000000,80,80,15000,35,1986-02-22,178,77,RDM
N. Lodeiro,Seattle Sounders FC,USA Major League Soccer,1,16500000,80,80,12000,32,1989-03-21,170,69,LF
G. Krychowiak,,,1,,80,80,,31,1990-01-29,187,84,
M. Perin,Juventus,Italian Serie A,1,18000000,80,82,64000,28,1992-11-10,188,77,SUB
Sérgio Oliveira,FC Porto,Portuguese Liga ZON SAGRES,1,20500000,80,80,19000,29,1992-06-02,181,78,LCM
Bartra,Real Betis Balompié,Spain Primera Division,1,17500000,80,80,28000,30,1991-01-15,184,73,RCB
Pablo Sarabia,Sporting CP,Portuguese Liga ZON SAGRES,1,20500000,80,80,95000,29,1992-05-11,174,70,SUB
C. Bakambu,Beijing Guoan FC,Chinese Super League,1,20500000,80,80,30000,30,1991-04-11,182,74,LS
C. Aránguiz,Bayer 04 Leverkusen,German 1. Bundesliga,1,14000000,80,80,53000,32,1989-04-17,171,68,RDM
João Pedro,Cagliari,Italian Serie A,1,21000000,80,80,46000,29,1992-03-09,184,73,LS
Ismaily,Shakhtar Donetsk,Ukrainian Premier League,1,15500000,80,80,1000,31,1990-01-11,177,86,LB
A. Mandi,Villarreal CF,Spain Primera Division,1,19500000,80,81,37000,29,1991-10-22,184,78,LCB
Rafinha,Paris Saint-Germain,French Ligue 1,1,21000000,80,80,86000,28,1993-02-12,174,71,SUB
M. Hinteregger,Eintracht Frankfurt,German 1. Bundesliga,1,18000000,80,80,34000,28,1992-09-07,184,83,LCB
R. Freuler,Atalanta,Italian Serie A,1,20500000,80,80,58000,29,1992-04-15,180,80,LCM
J. Draxler,Paris Saint-Germain,French Ligue 1,1,24500000,80,81,83000,27,1993-09-20,187,77,SUB
D. Demme,Napoli,Italian Serie A,1,18000000,80,80,66000,29,1991-11-21,172,71,RES
Š. Vrsaljko,Atlético de Madrid,Spain Primera Division,1,18500000,80,80,56000,29,1992-01-10,181,76,SUB
Pozuelo,Toronto FC,USA Major League Soccer,1,20500000,80,80,13000,29,1991-09-20,170,63,CAM
K. Fortounis,Olympiacos CFP,Greek Super League,1,21000000,80,80,2000,28,1992-10-16,183,70,RES
E. Zahavi,PSV,Holland Eredivisie,1,13500000,80,80,26000,33,1987-07-25,182,71,ST
F. Thauvin,Tigres U.A.N.L.,Mexican Liga MX,1,21000000,80,80,64000,28,1993-01-26,179,70,RM
S. Umtiti,FC Barcelona,Spain Primera Division,1,19500000,80,80,125000,27,1993-11-14,182,75,SUB
T. Savanier,Montpellier Hérault SC,French Ligue 1,1,20500000,80,80,35000,29,1991-12-22,172,69,CAM
S. Haller,Ajax,Holland Eredivisie,1,24500000,80,81,23000,27,1994-06-22,190,82,ST
Z. Feddal,Sporting CP,Portuguese Liga ZON SAGRES,1,14500000,80,80,17000,31,1989-12-23,192,84,LCB
E. Andrada,CF Monterrey,Mexican Liga MX,1,16000000,80,81,43000,30,1991-01-26,194,83,GK
M. Keane,Everton,English Premier League,1,20000000,80,81,84000,28,1993-01-11,191,82,LCB
Roger,Levante Unión Deportiva,Spain Primera Division,1,20500000,80,80,38000,30,1991-01-03,179,74,RS
J. Martínez,Atlanta United,USA Major League Soccer,1,21500000,80,80,14000,28,1993-05-19,170,69,LS
Q. Promes,Spartak Moskva,Russian Premier League,1,20500000,80,80,68000,29,1992-01-04,174,72,LM
G. Laborde,Stade Rennais FC,French Ligue 1,1,24500000,80,81,59000,27,1994-05-03,181,78,SUB
Pacheco,Deportivo Alavés,Spain Primera Division,1,17500000,80,82,25000,29,1992-05-18,186,81,GK
Jonny,Wolverhampton Wanderers,English Premier League,1,22000000,80,81,81000,27,1994-03-03,170,70,SUB
D. Alli,Tottenham Hotspur,English Premier League,1,26500000,80,82,90000,25,1996-04-11,188,80,LCM
T. Strakosha,Lazio,Italian Serie A,1,21000000,80,83,48000,26,1995-03-19,193,78,SUB
P. Max,PSV,Holland Eredivisie,1,22000000,80,81,22000,27,1993-09-30,177,77,LB
João Mário,SL Benfica,Portuguese Liga ZON SAGRES,1,21000000,80,80,19000,28,1993-01-19,179,73,LCM
A. Christensen,Chelsea,English Premier League,1,28000000,80,85,95000,25,1996-04-10,187,81,CB
F. Armani,River Plate,Argentina Primera División,1,3600000,80,80,17000,34,1986-10-16,189,88,GK
W. Benítez,OGC Nice,French Ligue 1,1,18000000,80,82,32000,28,1993-01-19,191,93,GK
G. Rulli,Villarreal CF,Spain Primera Division,1,14500000,80,80,31000,29,1992-05-20,189,84,GK
Capa,Athletic Club de Bilbao,Spain Primera Division,1,18500000,80,80,32000,29,1992-02-08,175,75,RB
G. Di Lorenzo,Napoli,Italian Serie A,1,20500000,80,80,63000,27,1993-08-04,183,83,RB
C. Tolisso,FC Bayern München,German 1. Bundesliga,1,24500000,80,81,78000,26,1994-08-03,181,81,SUB
Embarba,RCD Espanyol de Barcelona,Spain Primera Division,1,20500000,80,80,26000,29,1992-05-07,173,68,RM
J. Denayer,Olympique Lyonnais,French Ligue 1,1,24500000,80,83,64000,26,1995-06-28,184,80,LCB
N. Keïta,Liverpool,English Premier League,1,27500000,80,83,110000,26,1995-02-10,172,64,SUB
Pau López,Olympique de Marseille,French Ligue 1,1,16500000,80,80,44000,26,1994-12-13,189,77,SUB
V. Lindelöf,Manchester United,English Premier League,1,23000000,80,82,105000,26,1994-07-17,187,80,SUB
L. Klostermann,RB Leipzig,German 1. Bundesliga,1,26500000,80,84,67000,25,1996-06-03,187,88,SUB
Everton,SL Benfica,Portuguese Liga ZON SAGRES,1,28000000,80,83,17000,25,1996-03-22,174,72,LM
S. Lainer,Borussia Mönchengladbach,German 1. Bundesliga,1,19000000,80,80,34000,28,1992-08-27,175,73,SUB
J. Rodríguez,Cruz Azul,Mexican Liga MX,1,23000000,80,80,79000,27,1993-07-06,177,79,ST
L. Torreira,Fiorentina,Italian Serie A,1,26500000,80,84,77000,25,1996-02-11,166,60,SUB
Borja Iglesias,Real Betis Balompié,Spain Primera Division,1,21500000,80,80,34000,28,1993-01-17,187,86,ST
Joan Jordán,Sevilla FC,Spain Primera Division,1,24500000,80,81,33000,26,1994-07-06,183,74,RCM
J. Bamba,LOSC Lille,French Ligue 1,1,28000000,80,83,42000,25,1996-03-26,175,70,LM
Álex Berenguer,Athletic Club de Bilbao,Spain Primera Division,1,25000000,80,81,32000,25,1995-07-04,175,73,RM
